WKT,nama,deskripsi
"POLYGON ((106.8236198 -6.1714445, 106.8231477 -6.1719991, 106.823019 -6.1798071, 106.8237486 -6.180447, 106.8307008 -6.1802764, 106.8312587 -6.1798924, 106.8302717 -6.1788257, 106.8307867 -6.1784844, 106.8300142 -6.1776311, 106.8301429 -6.1745591, 106.8298425 -6.1734925, 106.8290701 -6.1731511, 106.8292846 -6.1720845, 106.8291559 -6.1715725, 106.8236198 -6.1714445))",Taman Monas,
