WKT,nama,deskripsi
"POLYGON ((106.8894504 -6.3014842, 106.8894182 -6.3026892, 106.8903838 -6.3026892, 106.8904482 -6.3024973, 106.8902765 -6.3021774, 106.8904482 -6.3015908, 106.8903302 -6.3014842, 106.8894504 -6.3014842))",Tmii,
